ts,bx,by,bz
1717632948760,-192.9,-36.3,-144.4
1717632948780,-191.9,-38.2,-141.9
1717632948800,-192.0,-40.5,-141.2
1717632948820,-193.6,-42.7,-139.3
1717632948840,-195.5,-46.7,-137.1
1717632948860,-195.6,-48.4,-134.5
1717632948880,-195.8,-51.1,-133.1
1717632948900,-195.2,-54.4,-132.9
1717632948920,-196.6,-55.5,-129.3
1717632948940,-195.6,-57.0,-128.8
1717632948960,-196.0,-58.6,-127.8
1717632948980,-194.5,-60.3,-128.3
1717632949000,-193.9,-61.4,-126.0
1717632949020,-192.4,-64.4,-123.7
1717632949040,-190.7,-65.5,-120.3
1717632949060,-190.4,-67.5,-119.2
1717632949080,-189.1,-68.6,-117.1
1717632949100,-186.4,-70.5,-115.8
1717632949120,-185.6,-74.5,-113.7
1717632949140,-184.9,-76.0,-110.8
1717632949160,-183.3,-79.6,-107.7
1717632949180,-183.0,-80.5,-106.3
1717632949200,-181.8,-84.1,-102.7
1717632949220,-179.4,-84.4,-100.6
1717632949240,-178.5,-86.7,-96.5
1717632949260,-176.2,-87.8,-96.7
1717632949280,-173.0,-91.5,-95.3
1717632949300,-171.9,-91.4,-92.3
1717632949320,-169.5,-92.6,-90.4
1717632949340,-168.1,-93.5,-90.4
1717632949360,-165.7,-97.4,-88.4
1717632949380,-162.7,-96.9,-86.3
1717632949400,-162.6,-98.7,-83.1
1717632949420,-159.0,-100.1,-81.4
1717632949440,-155.1,-101.3,-78.1
1717632949460,-152.7,-102.2,-77.1
1717632949480,-151.5,-103.6,-74.3
1717632949500,-149.4,-103.7,-71.2
1717632949520,-145.4,-104.1,-68.5
1717632949540,-141.7,-104.8,-64.4
1717632949560,-138.5,-105.0,-63.3
1717632949580,-134.8,-106.1,-61.4
1717632949600,-132.2,-108.6,-58.0
1717632949620,-128.3,-110.0,-56.2
1717632949640,-125.3,-111.1,-53.4
1717632949660,-122.2,-110.8,-53.7
1717632949680,-119.9,-110.3,-52.3
1717632949700,-115.4,-112.5,-48.2
1717632949720,-112.4,-112.3,-45.6
1717632949740,-110.0,-113.6,-42.6
1717632949760,-106.1,-113.0,-41.6
1717632949780,-103.4,-112.8,-38.6
1717632949800,-101.9,-114.6,-35.8
1717632949820,-99.1,-114.5,-34.0
1717632949840,-94.5,-117.8,-33.6
1717632949860,-91.0,-115.4,-29.8
1717632949880,-88.0,-117.6,-25.4
1717632949900,-84.9,-119.0,-21.6
1717632949920,-81.2,-117.6,-20.0
1717632949940,-75.7,-118.0,-19.2
1717632949960,-73.5,-118.8,-19.1
1717632949980,-69.6,-119.4,-16.4
1717632950000,-64.6,-120.0,-14.2
1717632950020,-61.9,-120.4,-9.7
1717632950040,-55.2,-120.3,-6.9
1717632950060,-53.6,-118.6,-3.3
1717632950080,-50.5,-119.4,-1.1
1717632950100,-46.2,-120.6,1.4
1717632950120,-44.5,-119.7,5.2
1717632950140,-39.2,-118.2,5.5
1717632950160,-35.8,-119.5,7.3
1717632950180,-33.7,-117.9,10.2
1717632950200,-29.0,-116.7,13.1
1717632950220,-23.5,-116.6,18.1
1717632950240,-20.1,-114.8,21.4
1717632950260,-16.0,-115.1,24.3
1717632950280,-11.4,-114.0,26.6
1717632950300,-10.4,-115.3,26.1
1717632950320,-8.1,-114.3,29.4
1717632950340,-3.8,-116.4,30.1
1717632950360,-0.3,-116.5,33.8
1717632950380,2.2,-115.8,36.0
1717632950400,7.1,-114.8,39.7
1717632950420,11.6,-112.9,44.5
1717632950440,13.8,-113.8,47.4
1717632950460,16.5,-112.6,48.8
1717632950480,19.3,-110.0,53.7
1717632950500,22.1,-109.6,56.1
1717632950520,25.6,-109.8,58.7
1717632950540,30.4,-110.1,61.0
1717632950560,35.0,-106.9,61.1
1717632950580,39.2,-108.4,61.8
1717632950600,42.2,-105.8,65.6
1717632950620,43.7,-104.7,67.2
1717632950640,46.5,-102.3,70.0
1717632950660,50.2,-101.5,72.4
1717632950680,51.3,-100.2,73.8
1717632950700,53.9,-98.2,76.4
1717632950720,55.2,-97.4,80.4
1717632950740,59.7,-94.5,81.7
1717632950760,61.7,-93.1,83.1
1717632950780,66.2,-92.5,86.7
1717632950800,69.7,-92.6,90.3
1717632950820,71.9,-91.0,92.7
1717632950840,75.6,-88.5,92.3
1717632950860,77.0,-85.7,94.2
1717632950880,77.1,-84.9,94.4
1717632950900,78.7,-84.4,97.7
1717632950920,81.1,-82.1,100.1
1717632950940,82.5,-80.6,102.4
1717632950960,84.5,-81.3,105.2
1717632950980,84.7,-80.1,108.0
1717632951000,87.0,-78.7,109.6
1717632951020,89.1,-77.5,111.7
1717632951040,91.1,-75.0,113.0
1717632951060,93.3,-73.4,114.6
1717632951080,96.3,-72.2,119.8
1717632951100,98.4,-71.3,120.5
1717632951120,96.1,-67.6,124.7
1717632951140,97.4,-66.6,126.3
1717632951160,99.0,-63.8,127.9
1717632951180,98.5,-62.5,128.5
1717632951200,98.7,-60.7,132.1
1717632951220,100.2,-58.2,133.9
1717632951240,103.0,-55.3,138.0
1717632951260,102.0,-52.6,139.2
1717632951280,102.3,-50.6,139.6
1717632951300,101.9,-48.4,140.7
1717632951320,101.5,-45.8,142.1
1717632951340,101.4,-44.5,143.8
1717632951360,101.8,-42.1,145.6
1717632951380,101.1,-42.1,147.2
1717632951400,101.1,-37.1,147.4
1717632951420,103.2,-35.5,148.2
1717632951440,103.1,-34.1,148.7
1717632951460,103.8,-32.9,150.5
1717632951480,102.6,-31.4,153.0
1717632951500,101.3,-28.4,155.4
1717632951520,100.4,-25.5,156.9
1717632951540,100.2,-22.6,160.8
1717632951560,100.6,-20.7,163.1
1717632951580,98.5,-16.9,164.4
1717632951600,94.1,-13.7,165.6
1717632951620,92.4,-13.5,165.5
1717632951640,90.6,-10.9,165.3
1717632951660,88.7,-10.3,170.1
1717632951680,89.4,-7.9,172.7
1717632951700,88.0,-5.9,175.2
1717632951720,86.5,-4.6,175.1
1717632951740,86.0,-3.6,175.9
1717632951760,83.8,-0.9,176.6
1717632951780,81.9,2.2,177.4
1717632951800,80.5,5.4,179.0
1717632951820,78.9,8.4,180.3
1717632951840,77.2,10.4,182.9
1717632951860,73.9,14.4,183.1
1717632951880,71.6,15.2,183.8
1717632951900,68.7,17.1,187.3
1717632951920,65.7,19.1,186.9
1717632951940,63.3,20.2,188.4
1717632951960,62.5,22.2,187.9
1717632951980,60.2,24.1,185.5
1717632952000,59.2,25.7,187.4
1717632952020,54.6,28.6,188.2
1717632952040,52.2,30.8,189.8
1717632952060,50.2,35.6,189.0
1717632952080,49.1,35.8,190.8
1717632952100,44.0,40.1,190.4
1717632952120,41.5,42.0,192.5
1717632952140,36.8,45.0,194.5
1717632952160,33.5,47.3,194.1
1717632952180,30.5,47.9,194.3
1717632952200,28.9,49.9,193.2
1717632952220,25.8,53.1,194.0
1717632952240,22.1,53.8,197.3
1717632952260,18.6,54.1,198.5
1717632952280,15.6,55.4,198.9
1717632952300,13.2,58.3,200.4
1717632952320,11.0,62.1,199.6
1717632952340,7.1,65.3,200.3
1717632952360,3.1,67.4,197.8
1717632952380,0.3,69.8,198.8
1717632952400,-4.0,71.8,196.7
1717632952420,-6.9,74.0,197.1
1717632952440,-9.5,74.1,197.8
1717632952460,-12.4,75.7,198.8
1717632952480,-15.9,76.8,198.8
1717632952500,-20.5,76.6,199.4
1717632952520,-24.8,77.6,201.4
1717632952540,-28.8,79.8,201.8
1717632952560,-32.5,80.0,203.5
1717632952580,-34.4,80.3,202.2
1717632952600,-37.9,82.5,204.0
1717632952620,-41.3,84.5,201.5
1717632952640,-45.2,89.1,199.0
1717632952660,-49.3,90.4,199.5
1717632952680,-53.4,91.8,200.7
1717632952700,-57.0,94.0,200.5
1717632952720,-59.4,95.0,200.8
1717632952740,-64.7,98.8,199.0
1717632952760,-70.0,100.3,196.9
1717632952780,-73.1,100.6,198.2
1717632952800,-76.3,100.7,196.6
1717632952820,-78.6,101.0,197.0
1717632952840,-82.0,104.0,196.7
1717632952860,-83.6,106.7,196.0
1717632952880,-86.9,106.9,196.0
1717632952900,-90.2,108.7,194.2
1717632952920,-93.8,108.6,195.4
1717632952940,-98.3,107.6,194.3
1717632952960,-98.9,110.3,194.6
1717632952980,-100.4,109.4,192.5
1717632953000,-104.5,109.2,191.9
1717632953020,-108.7,110.2,191.3
1717632953040,-113.1,110.9,190.1
1717632953060,-115.4,109.9,189.3
1717632953080,-118.4,112.6,187.5
1717632953100,-121.4,113.5,189.7
1717632953120,-123.4,113.7,187.8
1717632953140,-124.9,114.8,185.9
1717632953160,-128.1,115.0,185.9
1717632953180,-130.6,115.5,185.1
1717632953200,-132.3,115.8,187.4
1717632953220,-136.9,115.6,185.1
1717632953240,-138.1,118.0,185.4
1717632953260,-138.9,116.6,184.3
1717632953280,-141.5,118.6,183.6
1717632953300,-143.8,118.6,180.8
1717632953320,-148.1,119.1,180.4
1717632953340,-150.3,117.9,178.9
1717632953360,-152.3,117.1,177.0
1717632953380,-152.7,118.3,174.3
1717632953400,-152.9,118.6,173.0
1717632953420,-154.1,118.9,169.8
1717632953440,-156.2,119.0,168.3
1717632953460,-157.2,118.4,168.5
1717632953480,-159.9,118.7,167.6
1717632953500,-161.8,118.1,166.7
1717632953520,-162.8,120.0,165.5
1717632953540,-164.3,119.8,161.3
1717632953560,-165.8,118.9,160.0
1717632953580,-165.8,117.1,161.7
1717632953600,-166.5,118.6,160.3
1717632953620,-167.8,116.4,159.4
1717632953640,-167.3,115.6,157.7
1717632953660,-169.9,113.4,158.1
1717632953680,-169.0,113.9,155.0
1717632953700,-168.3,114.7,152.4
1717632953720,-167.6,116.2,152.0
1717632953740,-167.7,114.5,150.3
1717632953760,-167.8,113.3,148.5
1717632953780,-167.6,112.7,148.7
1717632953800,-165.8,110.8,146.6
1717632953820,-166.8,110.4,142.2
1717632953840,-166.6,110.7,141.4
1717632953860,-167.2,110.6,138.7
1717632953880,-167.9,108.7,136.1
1717632953900,-168.4,107.4,132.3
1717632953920,-167.4,105.5,132.7
1717632953940,-167.0,105.2,130.7
1717632953960,-166.2,102.9,129.3
1717632953980,-163.2,100.4,126.4
1717632954000,-162.1,100.1,123.8
1717632954020,-160.3,100.1,121.4
1717632954040,-159.0,97.7,117.2
1717632954060,-158.9,97.4,116.6
1717632954080,-157.6,96.4,114.7
1717632954100,-157.0,96.9,112.0
1717632954120,-154.4,94.0,109.9
1717632954140,-152.0,92.2,108.2
1717632954160,-150.7,91.4,106.5
1717632954180,-147.7,89.0,108.1
1717632954200,-146.4,87.6,106.3
1717632954220,-144.9,87.4,103.0
1717632954240,-142.3,86.0,102.3
1717632954260,-141.0,85.3,98.1
1717632954280,-139.6,81.1,98.2
1717632954300,-137.1,81.3,94.5
1717632954320,-132.2,80.7,91.7
1717632954340,-129.4,80.4,90.7
1717632954360,-125.8,78.7,89.3
1717632954380,-125.3,75.9,86.3
1717632954400,-121.2,73.8,84.2
1717632954420,-117.6,72.0,82.7
1717632954440,-115.8,69.9,78.9
1717632954460,-112.6,66.9,76.9
1717632954480,-112.1,64.9,75.4
1717632954500,-107.8,61.5,76.2
1717632954520,-104.4,61.3,75.2
1717632954540,-99.8,59.4,73.4
1717632954560,-97.7,58.7,70.4
1717632954580,-93.0,55.7,68.1
1717632954600,-91.1,51.5,67.1
1717632954620,-86.3,49.4,62.5
1717632954640,-81.8,49.2,59.2
1717632954660,-78.4,47.7,54.6
1717632954680,-74.2,44.3,54.0
1717632954700,-70.0,40.5,50.8
1717632954720,-67.7,38.2,48.2
1717632954740,-67.4,36.7,44.8
1717632954760,-64.0,34.8,42.4
1717632954780,-60.6,33.0,38.7
1717632954800,-56.4,31.9,36.5
1717632954820,-52.3,30.4,33.8
1717632954840,-48.2,29.6,33.3
1717632954860,-46.8,28.8,29.0
1717632954880,-40.7,24.5,23.5
1717632954900,-36.2,21.5,20.8
1717632954920,-33.1,19.7,18.8
1717632954940,-27.5,16.5,15.4
1717632954960,-24.2,14.0,12.6
1717632954980,-21.6,11.3,9.5
1717632955000,-17.5,10.4,4.9
1717632955020,-15.3,9.2,3.3
1717632955040,-10.2,6.7,2.1
1717632955060,-5.9,3.6,-0.5
1717632955080,-1.2,1.5,-3.0
1717632955100,3.5,-3.8,-2.8
1717632955120,8.0,-5.4,-4.7
1717632955140,12.8,-6.7,-6.3
1717632955160,18.0,-8.6,-8.7
1717632955180,22.8,-11.0,-11.1
1717632955200,28.1,-13.7,-14.2
1717632955220,30.2,-17.4,-17.7
1717632955240,32.9,-19.6,-21.2
1717632955260,36.2,-22.8,-23.8
1717632955280,40.3,-23.5,-25.0
1717632955300,46.2,-23.5,-28.2
1717632955320,48.3,-27.1,-29.7
1717632955340,51.9,-30.5,-34.4
1717632955360,54.4,-33.1,-34.8
1717632955380,58.7,-34.7,-39.3
1717632955400,62.4,-35.2,-43.4
1717632955420,66.9,-39.3,-46.0
1717632955440,71.7,-39.7,-46.7
1717632955460,74.8,-40.4,-49.0
1717632955480,79.0,-42.6,-51.5
1717632955500,83.0,-47.3,-52.5
1717632955520,86.4,-49.7,-55.2
1717632955540,88.1,-51.7,-56.7
1717632955560,90.8,-52.8,-59.2
1717632955580,94.8,-55.9,-61.3
1717632955600,97.0,-58.8,-65.3
1717632955620,100.8,-58.7,-69.1
1717632955640,102.7,-59.3,-72.1
1717632955660,105.9,-62.1,-72.3
1717632955680,109.5,-63.5,-74.7
1717632955700,113.6,-65.8,-77.9
1717632955720,116.6,-67.6,-77.4
1717632955740,118.6,-69.3,-79.3
1717632955760,121.8,-70.0,-83.4
1717632955780,126.2,-71.4,-86.7
1717632955800,128.7,-72.2,-89.9
1717632955820,131.9,-76.7,-90.4
1717632955840,132.9,-77.5,-93.6
1717632955860,135.1,-80.3,-95.6
1717632955880,138.9,-82.2,-97.7
1717632955900,139.5,-85.0,-100.8
1717632955920,141.2,-86.7,-99.9
1717632955940,143.6,-87.8,-100.8
1717632955960,145.8,-90.3,-103.6
1717632955980,148.8,-91.3,-106.4
1717632956000,152.1,-93.0,-107.1
1717632956020,152.4,-94.9,-108.5
1717632956040,154.3,-95.4,-111.5
1717632956060,155.6,-94.8,-114.7
1717632956080,156.2,-96.8,-114.8
1717632956100,158.1,-98.2,-115.7
1717632956120,158.7,-100.6,-115.4
1717632956140,159.0,-101.6,-120.0
1717632956160,160.7,-102.2,-121.4
1717632956180,163.0,-104.8,-125.4
1717632956200,165.0,-104.4,-128.0
1717632956220,164.4,-106.6,-131.2
1717632956240,165.4,-107.1,-134.1
1717632956260,164.8,-106.5,-136.8
1717632956280,165.2,-107.6,-138.1
1717632956300,166.2,-107.8,-141.1
1717632956320,167.3,-108.9,-141.8
1717632956340,169.1,-110.5,-140.4
1717632956360,168.0,-111.3,-143.0
1717632956380,168.1,-111.9,-142.1
1717632956400,167.9,-113.7,-144.1
1717632956420,168.4,-113.6,-145.2
1717632956440,169.1,-115.5,-150.4
1717632956460,167.7,-116.2,-152.4
1717632956480,168.0,-117.9,-153.7
1717632956500,167.2,-116.3,-155.9
1717632956520,166.3,-116.7,-158.0
1717632956540,167.9,-116.4,-159.1
1717632956560,165.8,-118.2,-159.9
1717632956580,165.3,-118.6,-161.5
1717632956600,162.5,-118.1,-165.0
1717632956620,161.5,-118.9,-166.6
1717632956640,159.5,-120.2,-166.2
1717632956660,157.5,-119.2,-169.2
1717632956680,157.3,-121.6,-168.1
1717632956700,156.5,-122.5,-168.7
1717632956720,155.9,-122.5,-171.7
1717632956740,154.6,-122.9,-171.1
1717632956760,154.3,-121.0,-174.2
1717632956780,152.1,-120.3,-174.2
1717632956800,149.8,-120.2,-174.8
1717632956820,148.1,-120.0,-176.3
1717632956840,146.3,-119.2,-177.1
1717632956860,144.3,-119.0,-178.9
1717632956880,142.3,-118.8,-182.7
1717632956900,140.8,-117.4,-182.8
1717632956920,139.4,-116.5,-182.1
1717632956940,136.8,-116.8,-181.5
1717632956960,135.2,-116.2,-183.1
1717632956980,134.3,-116.5,-184.5
1717632957000,131.0,-117.4,-186.4
1717632957020,128.0,-116.4,-185.8
1717632957040,124.7,-116.6,-187.4
1717632957060,123.2,-116.3,-190.6
1717632957080,117.6,-115.0,-191.1
1717632957100,114.4,-114.7,-192.2
1717632957120,111.5,-114.0,-192.1
1717632957140,109.3,-114.0,-192.6
1717632957160,106.9,-112.5,-192.1
1717632957180,105.1,-110.3,-192.9
1717632957200,102.5,-111.0,-194.3
1717632957220,97.9,-110.4,-195.0
1717632957240,95.6,-108.9,-197.6
1717632957260,91.8,-107.7,-198.2
1717632957280,88.1,-106.6,-200.5
1717632957300,84.2,-105.6,-198.9
1717632957320,79.0,-104.2,-199.9
1717632957340,74.8,-103.3,-201.1
1717632957360,71.7,-102.7,-201.2
1717632957380,68.7,-100.1,-201.1
1717632957400,64.8,-101.1,-200.6
1717632957420,61.8,-99.2,-199.4
1717632957440,59.0,-98.0,-197.6
1717632957460,54.2,-96.2,-199.9
1717632957480,51.4,-94.7,-198.8
1717632957500,46.3,-93.8,-199.2
1717632957520,42.7,-91.6,-200.2
1717632957540,38.4,-88.8,-200.0
1717632957560,35.6,-87.2,-199.9
1717632957580,32.7,-86.0,-201.1
1717632957600,30.0,-83.1,-201.3
1717632957620,29.2,-83.1,-199.6
1717632957640,24.8,-81.0,-201.4
1717632957660,21.5,-81.2,-199.7
1717632957680,18.6,-79.7,-201.0
1717632957700,15.4,-77.6,-200.7
1717632957720,11.6,-75.2,-200.5
1717632957740,7.4,-72.8,-199.8
1717632957760,2.4,-71.1,-199.4
1717632957780,-0.8,-69.0,-198.6
1717632957800,-6.3,-66.9,-198.2
1717632957820,-9.4,-64.7,-197.7
1717632957840,-11.9,-61.9,-197.5
1717632957860,-16.2,-58.7,-195.9
1717632957880,-18.1,-56.6,-195.7
1717632957900,-20.4,-54.6,-195.1
1717632957920,-21.8,-53.0,-193.8
1717632957940,-24.8,-53.0,-191.4
1717632957960,-29.7,-51.1,-192.1
1717632957980,-31.6,-47.9,-193.1
1717632958000,-35.6,-44.8,-193.7
1717632958020,-38.3,-45.6,-193.2
1717632958040,-40.4,-40.9,-193.2
1717632958060,-43.4,-39.0,-192.0
1717632958080,-45.9,-37.2,-189.4
1717632958100,-47.4,-35.0,-189.1
1717632958120,-50.2,-30.7,-189.3
1717632958140,-52.5,-27.8,-189.2
1717632958160,-57.3,-26.4,-187.9
1717632958180,-59.4,-24.8,-186.7
1717632958200,-62.1,-23.2,-183.4
1717632958220,-64.3,-21.0,-182.2
1717632958240,-66.9,-18.1,-179.3
1717632958260,-69.7,-14.7,-178.7
1717632958280,-71.7,-13.2,-176.4
1717632958300,-72.8,-11.6,-176.1
1717632958320,-74.3,-9.4,-176.0
1717632958340,-77.6,-8.8,-173.4
1717632958360,-79.6,-4.5,-172.1
1717632958380,-79.7,-3.6,-173.2
1717632958400,-82.8,-0.3,-171.7
1717632958420,-86.1,1.9,-168.8
1717632958440,-87.4,3.9,-167.0
1717632958460,-87.4,6.0,-169.0
1717632958480,-89.9,9.2,-170.6
1717632958500,-91.8,9.7,-166.7
1717632958520,-94.1,12.5,-165.7
1717632958540,-94.7,12.5,-164.0
1717632958560,-96.5,14.3,-163.5
1717632958580,-98.3,15.8,-162.3
1717632958600,-97.0,18.7,-158.9
1717632958620,-98.4,20.8,-159.2
1717632958640,-99.0,22.6,-156.4
1717632958660,-100.7,23.6,-155.3
1717632958680,-102.2,27.8,-152.9
1717632958700,-103.9,30.9,-152.9
1717632958720,-105.6,31.1,-152.1
1717632958740,-102.8,34.8,-150.4
1717632958760,-102.2,37.2,-148.4
1717632958780,-102.9,39.1,-145.2
1717632958800,-102.3,40.5,-144.0
1717632958820,-101.9,41.6,-141.8
1717632958840,-102.5,43.3,-139.9
1717632958860,-103.4,46.0,-138.4
1717632958880,-102.4,46.8,-137.3
1717632958900,-100.2,50.4,-134.2
1717632958920,-99.8,52.6,-133.3
1717632958940,-99.7,56.6,-129.8
1717632958960,-99.8,57.6,-127.8
1717632958980,-97.9,59.8,-126.7
1717632959000,-99.1,59.8,-124.8
1717632959020,-97.7,62.3,-125.8
1717632959040,-96.8,64.6,-122.2
1717632959060,-94.4,66.2,-121.2
1717632959080,-93.2,66.7,-117.9
1717632959100,-94.5,69.0,-116.9
1717632959120,-92.7,71.4,-115.9
1717632959140,-91.8,74.1,-116.1
1717632959160,-90.3,75.0,-111.8
1717632959180,-88.4,78.2,-107.9
1717632959200,-87.1,80.5,-104.7
1717632959220,-83.2,82.1,-102.5
1717632959240,-80.5,83.7,-99.6
1717632959260,-79.5,82.5,-98.1
1717632959280,-78.8,84.6,-96.2
1717632959300,-76.0,88.1,-96.1
1717632959320,-72.5,91.3,-94.6
1717632959340,-71.0,92.5,-90.9
1717632959360,-68.4,93.2,-88.7
1717632959380,-65.7,93.8,-84.0
1717632959400,-63.3,97.2,-82.5
1717632959420,-61.4,97.9,-79.8
1717632959440,-57.0,99.0,-75.7
1717632959460,-55.4,99.7,-73.2
1717632959480,-52.0,102.2,-70.1
1717632959500,-49.9,102.4,-67.4
1717632959520,-46.3,102.3,-65.8
1717632959540,-44.0,103.4,-64.1
1717632959560,-40.5,104.4,-62.4
1717632959580,-37.5,105.9,-60.4
1717632959600,-35.9,106.2,-61.0
1717632959620,-30.9,105.5,-57.7
1717632959640,-27.5,106.0,-57.0
1717632959660,-23.5,107.1,-55.3
1717632959680,-22.3,108.6,-51.5
1717632959700,-17.9,109.5,-47.4
1717632959720,-15.9,111.5,-46.0
1717632959740,-11.8,111.8,-44.0
1717632959760,-8.3,112.5,-41.8
1717632959780,-5.8,113.6,-41.0
1717632959800,-2.3,113.2,-38.2
1717632959820,-0.5,114.1,-36.9
1717632959840,3.8,114.7,-31.3
1717632959860,8.6,116.1,-26.8
1717632959880,12.6,116.0,-23.0
1717632959900,15.5,117.8,-19.9
1717632959920,21.0,119.1,-16.2
1717632959940,24.8,120.0,-12.6
1717632959960,29.7,120.1,-12.2
1717632959980,34.1,119.1,-10.4
1717632960000,37.4,117.7,-10.7
1717632960020,39.4,118.2,-10.1
1717632960040,45.3,120.2,-7.2
1717632960060,49.8,118.4,-4.6
1717632960080,53.4,120.3,-1.8
1717632960100,57.5,121.1,0.5
1717632960120,61.5,121.1,4.3
1717632960140,63.9,118.2,7.9
1717632960160,66.2,117.5,10.2
1717632960180,69.0,119.5,11.5
1717632960200,72.4,120.0,13.7
1717632960220,77.1,119.3,14.4
1717632960240,81.3,119.4,16.3
1717632960260,83.0,118.1,20.3
1717632960280,87.6,117.7,22.9
1717632960300,90.2,118.0,27.1
1717632960320,93.2,115.7,30.7
1717632960340,98.6,115.4,33.4
1717632960360,103.1,114.4,32.8
1717632960380,105.4,114.7,35.3
1717632960400,108.0,114.2,38.8
1717632960420,111.5,114.0,39.9
1717632960440,114.8,112.2,41.9
1717632960460,118.4,111.2,44.7
1717632960480,122.0,109.1,49.6
1717632960500,124.5,108.4,50.8
1717632960520,127.4,107.6,56.2
1717632960540,130.2,106.6,58.4
1717632960560,133.4,106.8,60.5
1717632960580,136.2,106.2,61.1
1717632960600,139.4,105.4,64.3
1717632960620,142.8,104.2,67.1
1717632960640,146.6,102.8,67.7
1717632960660,148.9,101.2,70.8
1717632960680,151.4,99.5,72.3
1717632960700,154.6,100.1,74.9
1717632960720,156.7,98.7,78.3
1717632960740,158.4,97.4,80.6
1717632960760,159.5,97.4,82.7
1717632960780,163.0,95.5,82.9
1717632960800,163.9,94.5,87.0
1717632960820,165.2,93.4,87.7
1717632960840,169.0,91.7,90.2
1717632960860,171.8,90.6,90.7
1717632960880,172.5,86.2,91.2
1717632960900,174.9,84.4,96.2
1717632960920,176.7,83.8,98.0
1717632960940,179.0,81.2,102.0
1717632960960,181.7,80.5,103.9
1717632960980,181.9,76.7,104.7
1717632961000,183.1,76.0,106.2
1717632961020,185.5,75.7,106.9
1717632961040,188.3,72.9,108.1
1717632961060,188.3,69.4,110.7
1717632961080,190.3,69.3,114.5
1717632961100,190.6,68.6,116.5
1717632961120,192.5,65.4,117.6
1717632961140,193.0,63.9,118.6
1717632961160,192.3,62.6,121.9
1717632961180,193.8,60.5,124.2
1717632961200,195.1,60.9,127.3
1717632961220,197.6,56.9,127.0
1717632961240,195.5,54.4,129.8
1717632961260,196.4,51.9,130.5
1717632961280,195.9,50.2,134.1
1717632961300,196.1,50.1,135.8
1717632961320,197.0,46.3,137.7
1717632961340,196.4,43.3,140.8
1717632961360,195.6,42.1,144.5
1717632961380,195.8,39.2,144.6
1717632961400,194.5,37.1,146.6
1717632961420,193.0,32.8,149.2
1717632961440,194.3,30.9,151.8
1717632961460,193.4,29.6,155.3
1717632961480,192.8,26.5,157.7
1717632961500,191.8,23.8,158.0
1717632961520,188.7,21.7,158.9
1717632961540,187.2,19.4,159.2
1717632961560,185.5,18.6,161.4
1717632961580,184.2,15.3,163.4
1717632961600,182.9,13.6,163.6
1717632961620,183.2,12.2,164.3
1717632961640,180.8,10.8,164.3
1717632961660,180.1,8.0,167.0
1717632961680,178.4,6.0,166.5
1717632961700,178.1,4.4,167.8
1717632961720,178.1,2.3,170.1
1717632961740,175.2,1.4,170.7
1717632961760,172.1,-1.6,170.0
1717632961780,171.2,-4.4,172.0
1717632961800,169.4,-8.0,172.2
1717632961820,167.5,-10.3,174.6
1717632961840,164.0,-11.7,178.3
1717632961860,160.8,-14.4,181.7
1717632961880,156.7,-16.6,182.7
1717632961900,154.3,-18.9,182.7
1717632961920,150.7,-21.9,181.7
1717632961940,149.2,-23.6,182.4
1717632961960,147.4,-25.4,182.8
1717632961980,144.1,-28.4,184.7
1717632962000,141.3,-29.2,186.0
1717632962020,137.8,-30.2,187.7
1717632962040,135.5,-31.7,187.4
1717632962060,132.0,-31.0,188.3
1717632962080,129.3,-34.4,189.1
1717632962100,124.6,-37.0,189.4
1717632962120,119.6,-41.3,190.6
1717632962140,117.0,-43.8,192.5
1717632962160,113.1,-46.8,192.7
1717632962180,111.0,-48.5,192.4
1717632962200,107.9,-49.0,191.2
1717632962220,105.0,-49.1,192.7
1717632962240,102.0,-51.2,195.2
1717632962260,98.2,-54.1,195.9
1717632962280,95.5,-55.5,196.0
1717632962300,90.7,-58.3,198.2
1717632962320,87.2,-60.1,199.3
1717632962340,84.1,-63.7,197.6
1717632962360,79.7,-65.7,198.1
1717632962380,76.3,-70.4,198.6
1717632962400,71.7,-73.1,200.1
1717632962420,66.3,-72.1,200.3
1717632962440,61.7,-73.4,199.5
1717632962460,58.4,-74.4,200.9
1717632962480,56.2,-74.8,200.2
1717632962500,52.2,-76.0,201.9
1717632962520,47.6,-78.3,200.3
1717632962540,44.5,-79.9,198.7
1717632962560,39.6,-81.3,199.6
1717632962580,36.3,-82.7,198.9
1717632962600,31.9,-84.1,200.3
1717632962620,29.4,-86.5,198.6
1717632962640,23.8,-89.1,198.9
1717632962660,19.3,-91.0,200.5
1717632962680,15.8,-93.7,201.6
1717632962700,11.0,-96.3,199.1
1717632962720,7.1,-95.4,198.2
1717632962740,2.7,-96.4,200.5
1717632962760,-1.1,-99.3,197.1
1717632962780,-5.3,-99.6,197.6
1717632962800,-9.4,-99.6,197.6
1717632962820,-12.1,-100.1,197.7
1717632962840,-16.0,-100.9,197.0
1717632962860,-18.8,-104.8,199.0
1717632962880,-22.1,-108.1,196.5
1717632962900,-25.1,-108.4,193.9
1717632962920,-30.6,-108.8,194.6
1717632962940,-32.5,-108.7,193.7
1717632962960,-35.6,-111.6,193.3
1717632962980,-41.1,-112.0,193.7
1717632963000,-44.2,-113.7,193.1
1717632963020,-49.1,-113.5,192.9
1717632963040,-50.6,-112.9,191.1
1717632963060,-53.8,-113.5,192.0
1717632963080,-58.4,-112.8,191.7
1717632963100,-61.0,-114.1,190.8
1717632963120,-62.1,-115.3,190.4
